
Time,NodeID,TRANSITORY_M_Before_20,TRANSITORY_M_Before_30,TRANSITORY_M_Before_40,TRANSITORY_M_Before_50,TRANSITORY_M_After_20,TRANSITORY_M_After_30,TRANSITORY_M_After_40,TRANSITORY_M_After_50,TRANSITORY_F_Before_20,TRANSITORY_F_Before_40,TRANSITORY_F_After_20,TRANSITORY_F_After_40,INFORMAL_M_Before_20,INFORMAL_M_Before_40,INFORMAL_M_After_20,INFORMAL_M_After_40,INFORMAL_F_Before_20,INFORMAL_F_Before_30,INFORMAL_F_Before_40,INFORMAL_F_Before_50,INFORMAL_F_After_20,INFORMAL_F_After_30,INFORMAL_F_After_40,INFORMAL_F_After_50,MARITAL_M_Before_20,MARITAL_M_After_20,MARITAL_F_Before_10,MARITAL_F_Before_20,MARITAL_F_Before_30,MARITAL_F_Before_40,MARITAL_F_Before_50,MARITAL_F_After_10,MARITAL_F_After_20,MARITAL_F_After_30,MARITAL_F_After_40,MARITAL_F_After_50,COMMERCIAL_M_Before_50,COMMERCIAL_M_Before_85,COMMERCIAL_M_After_50,COMMERCIAL_M_After_85,COMMERCIAL_F_Before_50,COMMERCIAL_F_Before_85,COMMERCIAL_F_After_50,COMMERCIAL_F_After_85,TRANSITORY_LOW_M_20,TRANSITORY_LOW_M_30,TRANSITORY_LOW_M_40,TRANSITORY_LOW_M_50,TRANSITORY_LOW_F_20,TRANSITORY_LOW_F_40,TRANSITORY_HIGH_M_20,TRANSITORY_HIGH_M_30,TRANSITORY_HIGH_M_40,TRANSITORY_HIGH_M_50,TRANSITORY_HIGH_F_20,TRANSITORY_HIGH_F_40,INFORMAL_LOW_M_20,INFORMAL_LOW_M_40,INFORMAL_LOW_F_20,INFORMAL_LOW_F_30,INFORMAL_LOW_F_40,INFORMAL_LOW_F_50,INFORMAL_HIGH_M_20,INFORMAL_HIGH_M_40,INFORMAL_HIGH_F_20,INFORMAL_HIGH_F_30,INFORMAL_HIGH_F_40,INFORMAL_HIGH_F_50,MARITAL_LOW_M_20,MARITAL_LOW_F_10,MARITAL_LOW_F_20,MARITAL_LOW_F_30,MARITAL_LOW_F_40,MARITAL_LOW_F_50,MARITAL_HIGH_M_20,MARITAL_HIGH_F_10,MARITAL_HIGH_F_20,MARITAL_HIGH_F_30,MARITAL_HIGH_F_40,MARITAL_HIGH_F_50,COMMERCIAL_LOW_M_50,COMMERCIAL_LOW_M_85,COMMERCIAL_LOW_F_50,COMMERCIAL_LOW_F_85,COMMERCIAL_HIGH_M_50,COMMERCIAL_HIGH_M_85,COMMERCIAL_HIGH_F_50,COMMERCIAL_HIGH_F_85,desired_flow_TRANSITORY_M_20,desired_flow_TRANSITORY_M_30,desired_flow_TRANSITORY_M_40,desired_flow_TRANSITORY_M_50,desired_flow_TRANSITORY_F_20,desired_flow_TRANSITORY_F_40,desired_flow_INFORMAL_M_20,desired_flow_INFORMAL_M_40,desired_flow_INFORMAL_F_20,desired_flow_INFORMAL_F_30,desired_flow_INFORMAL_F_40,desired_flow_INFORMAL_F_50,desired_flow_MARITAL_M_20,desired_flow_MARITAL_F_10,desired_flow_MARITAL_F_20,desired_flow_MARITAL_F_30,desired_flow_MARITAL_F_40,desired_flow_MARITAL_F_50,desired_flow_COMMERCIAL_M_50,desired_flow_COMMERCIAL_M_85,desired_flow_COMMERCIAL_F_50,desired_flow_COMMERCIAL_F_85
20,1,20,25,16,21,0,0,0,3,51,36,8,0,31,26,10,5,3,10,12,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00628902,0.00628902,0.00628902,0.00628902,0.0104922,0.0104922,0.00628902,0.00628902,0.00628902,0.00628902,0.0104922,0.0104922,0.00655382,0.00655382,0.0027335,0.0027335,0.0027335,0.0027335,0.00655382,0.00655382,0.0027335,0.0027335,0.0027335,0.0027335,9.32304e-05,0,0,0,0,0,9.32304e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,3.13193,3.13193,3.13193,3.13193,6.26387,6.26387,3.2638,3.2638,1.6319,1.6319,1.6319,1.6319,0.417579,0.125274,0.0835158,0.0417579,0.0417579,0.125274,0,0,0,0
21,1,20,25,16,21,0,0,0,3,51,36,8,0,31,26,10,5,3,10,12,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00637186,0.00637186,0.00637186,0.00637186,0.0105087,0.0105087,0.00637186,0.00637186,0.00637186,0.00637186,0.0105087,0.0105087,0.00664014,0.00664014,0.0027378,0.0027378,0.0027378,0.0027378,0.00664014,0.00664014,0.0027378,0.0027378,0.0027378,0.0027378,9.323e-05,0,0,0,0,0,9.323e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,3.11584,3.11584,3.11584,3.11584,6.23167,6.23167,3.24703,3.24703,1.62352,1.62352,1.62352,1.62352,0.415433,0.12463,0.0830866,0.0415433,0.0415433,0.12463,0,0,0,0
22,1,20,25,16,21,0,0,0,3,51,36,8,0,31,26,10,5,3,10,12,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00642477,0.00642477,0.00642477,0.00642477,0.010573,0.010573,0.00642477,0.00642477,0.00642477,0.00642477,0.010573,0.010573,0.00669529,0.00669529,0.00275454,0.00275454,0.00275454,0.00275454,0.00669529,0.00669529,0.00275454,0.00275454,0.00275454,0.00275454,9.33115e-05,0,0,0,0,0,9.33115e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,3.10317,3.10317,3.10317,3.10317,6.20633,6.20633,3.23383,3.23383,1.61691,1.61691,1.61691,1.61691,0.413743,0.124123,0.0827487,0.0413743,0.0413743,0.124123,0,0,0,0
23,1,20,25,16,21,0,0,0,3,51,36,8,0,31,26,10,5,3,10,12,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00649983,0.00649983,0.00649983,0.00649983,0.0105956,0.0105956,0.00649983,0.00649983,0.00649983,0.00649983,0.0105956,0.0105956,0.00677351,0.00677351,0.00276044,0.00276044,0.00276044,0.00276044,0.00677351,0.00677351,0.00276044,0.00276044,0.00276044,0.00276044,9.33071e-05,0,0,0,0,0,9.33071e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,3.09392,3.09392,3.09392,3.09392,6.18784,6.18784,3.22419,3.22419,1.61209,1.61209,1.61209,1.61209,0.412511,0.123753,0.0825021,0.0412511,0.0412511,0.123753,0,0,0,0
24,1,20,25,16,21,0,0,0,3,51,36,8,0,31,26,10,5,3,10,12,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00651716,0.00651716,0.00651716,0.00651716,0.0106665,0.0106665,0.00651716,0.00651716,0.00651716,0.00651716,0.0106665,0.0106665,0.00679157,0.00679157,0.0027789,0.0027789,0.0027789,0.0027789,0.00679157,0.00679157,0.0027789,0.0027789,0.0027789,0.0027789,9.33887e-05,0,0,0,0,0,9.33887e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,3.08262,3.08262,3.08262,3.08262,6.16523,6.16523,3.21241,3.21241,1.60621,1.60621,1.60621,1.60621,0.411004,0.123301,0.0822007,0.0411004,0.0411004,0.123301,0,0,0,0
25,1,20,25,16,21,0,0,0,3,51,36,8,0,31,26,10,5,3,10,12,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00652229,0.00652229,0.00652229,0.00652229,0.0107413,0.0107413,0.00652229,0.00652229,0.00652229,0.00652229,0.0107413,0.0107413,0.00679692,0.00679692,0.00279838,0.00279838,0.00279838,0.00279838,0.00679692,0.00679692,0.00279838,0.00279838,0.00279838,0.00279838,9.33003e-05,0,0,0,0,0,9.33003e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,3.072,3.072,3.072,3.072,6.144,6.144,3.20135,3.20135,1.60067,1.60067,1.60067,1.60067,0.409588,0.122876,0.0819176,0.0409588,0.0409588,0.122876,0,0,0,0
26,1,20,25,16,21,0,0,0,3,51,36,8,0,31,26,10,5,3,10,12,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0066286,0.0066286,0.0066286,0.0066286,0.0107077,0.0107077,0.0066286,0.0066286,0.0066286,0.0066286,0.0107077,0.0107077,0.0069077,0.0069077,0.00278965,0.00278965,0.00278965,0.00278965,0.0069077,0.0069077,0.00278965,0.00278965,0.00278965,0.00278965,9.33706e-05,0,0,0,0,0,9.33706e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,3.06241,3.06241,3.06241,3.06241,6.12482,6.12482,3.19136,3.19136,1.59568,1.59568,1.59568,1.59568,0.40831,0.122493,0.0816619,0.040831,0.040831,0.122493,0,0,0,0
27,1,17,27,24,25,1,0,0,0,45,48,0,1,31,20,11,7,8,7,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00671372,0.00671372,0.00671372,0.00671372,0.0108858,0.0108858,0.00671372,0.00671372,0.00671372,0.00671372,0.0108858,0.0108858,0.0069964,0.0069964,0.00283604,0.00283604,0.00283604,0.00283604,0.0069964,0.0069964,0.00283604,0.00283604,0.00283604,0.00283604,9.32733e-05,0,0,0,0,0,9.32733e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,3.04803,3.04803,3.04803,3.04803,6.09606,6.09606,3.17637,3.17637,1.58818,1.58818,1.58818,1.58818,0.406392,0.121918,0.0812784,0.0406392,0.0406392,0.121918,0,0,0,0
28,1,17,27,24,25,1,0,0,0,45,48,0,1,31,20,11,7,8,7,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00671539,0.00671539,0.00671539,0.00671539,0.0109778,0.0109778,0.00671539,0.00671539,0.00671539,0.00671539,0.0109778,0.0109778,0.00699814,0.00699814,0.00286,0.00286,0.00286,0.00286,0.00699814,0.00699814,0.00286,0.00286,0.00286,0.00286,9.33139e-05,0,0,0,0,0,9.33139e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03536,3.03536,3.03536,3.03536,6.07071,6.07071,3.16316,3.16316,1.58158,1.58158,1.58158,1.58158,0.404702,0.121411,0.0809405,0.0404702,0.0404702,0.121411,0,0,0,0
29,1,17,27,24,25,1,0,0,0,45,48,0,1,31,20,11,7,8,7,9,9,0,0,0,0,11,0,0,5,1,3,6,0,1,1,0,2,0,0,0,0,0,0,0,0,0.00677962,0.00677962,0.00677962,0.00677962,0.0110759,0.0110759,0.00677962,0.00677962,0.00677962,0.00677962,0.0110759,0.0110759,0.00706508,0.00706508,0.00288555,0.00288555,0.00288555,0.00288555,0.00706508,0.00706508,0.00288555,0.00288555,0.00288555,0.00288555,9.33866e-05,0,0,0,0,0,9.33866e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,3.02371,3.02371,3.02371,3.02371,6.04742,6.04742,3.15103,3.15103,1.57551,1.57551,1.57551,1.57551,0.40315,0.120945,0.08063,0.040315,0.040315,0.120945,0,0,0,0
30,1,17,27,24,25,1,0,0,0,45,48,0,1,31,20,11,7,8,7,9,9,0,0,0,0,11,0,0,5,1,3,6,0,1,1,0,2,0,0,0,0,0,0,0,0,0.00687061,0.00687061,0.00687061,0.00687061,0.0111457,0.0111457,0.00687061,0.00687061,0.00687061,0.00687061,0.0111457,0.0111457,0.0071599,0.0071599,0.00290374,0.00290374,0.00290374,0.00290374,0.0071599,0.0071599,0.00290374,0.00290374,0.00290374,0.00290374,9.33532e-05,0,0,0,0,0,9.33532e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,3.00933,3.00933,3.00933,3.00933,6.01866,6.01866,3.13604,3.13604,1.56802,1.56802,1.56802,1.56802,0.401232,0.12037,0.0802464,0.0401232,0.0401232,0.12037,0,0,0,0
31,1,17,27,24,25,1,0,0,0,45,48,0,1,31,20,11,7,8,7,9,9,0,0,0,0,11,0,0,5,1,3,6,0,1,1,0,2,0,0,0,0,0,0,0,0,0.00697056,0.00697056,0.00697056,0.00697056,0.0111633,0.0111633,0.00697056,0.00697056,0.00697056,0.00697056,0.0111633,0.0111633,0.00726406,0.00726406,0.00290833,0.00290833,0.00290833,0.00290833,0.00726406,0.00726406,0.00290833,0.00290833,0.00290833,0.00290833,9.33724e-05,0,0,0,0,0,9.33724e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,2.99734,2.99734,2.99734,2.99734,5.99468,5.99468,3.12355,3.12355,1.56177,1.56177,1.56177,1.56177,0.399634,0.11989,0.0799268,0.0399634,0.0399634,0.11989,0,0,0,0
32,1,17,27,24,25,1,0,0,0,45,48,0,1,31,20,11,7,8,7,9,9,0,0,0,0,11,0,0,5,1,3,6,0,1,1,0,2,0,0,0,0,0,0,0,0,0.00702678,0.00702678,0.00702678,0.00702678,0.0112059,0.0112059,0.00702678,0.00702678,0.00702678,0.00702678,0.0112059,0.0112059,0.00732265,0.00732265,0.00291944,0.00291944,0.00291944,0.00291944,0.00732265,0.00732265,0.00291944,0.00291944,0.00291944,0.00291944,9.34678e-05,0,0,0,0,0,9.34678e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,2.98638,2.98638,2.98638,2.98638,5.97276,5.97276,3.11212,3.11212,1.55606,1.55606,1.55606,1.55606,0.398173,0.119452,0.0796345,0.0398173,0.0398173,0.119452,0,0,0,0
33,1,17,27,24,25,1,0,0,0,45,48,0,1,31,20,11,7,8,7,9,9,0,0,0,0,11,0,0,5,1,3,6,0,1,1,0,2,0,0,0,0,0,0,0,0,0.00709471,0.00709471,0.00709471,0.00709471,0.0113678,0.0113678,0.00709471,0.00709471,0.00709471,0.00709471,0.0113678,0.0113678,0.00739343,0.00739343,0.00296161,0.00296161,0.00296161,0.00296161,0.00739343,0.00739343,0.00296161,0.00296161,0.00296161,0.00296161,9.34118e-05,0,0,0,0,0,9.34118e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,2.97268,2.97268,2.97268,2.97268,5.94537,5.94537,3.09785,3.09785,1.54892,1.54892,1.54892,1.54892,0.396346,0.118904,0.0792692,0.0396346,0.0396346,0.118904,0,0,0,0
34,1,30,28,16,22,10,0,0,0,36,51,0,1,31,19,4,3,7,11,15,10,0,0,0,0,11,0,0,5,1,3,6,0,1,1,0,2,0,0,0,0,0,0,0,0,0.00724222,0.00724222,0.00724222,0.00724222,0.0114145,0.0114145,0.00724222,0.00724222,0.00724222,0.00724222,0.0114145,0.0114145,0.00754715,0.00754715,0.00297378,0.00297378,0.00297378,0.00297378,0.00754715,0.00754715,0.00297378,0.00297378,0.00297378,0.00297378,9.33642e-05,0,0,0,0,0,9.33642e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,2.96207,2.96207,2.96207,2.96207,5.92413,5.92413,3.08678,3.08678,1.54339,1.54339,1.54339,1.54339,0.394931,0.118479,0.0789861,0.0394931,0.0394931,0.118479,0,0,0,0
35,1,30,28,16,22,10,0,0,0,36,51,0,1,31,19,4,3,7,11,15,10,0,0,0,0,11,0,0,5,1,3,6,0,1,1,0,2,0,0,0,0,0,0,0,0,0.0072833,0.0072833,0.0072833,0.0072833,0.0114553,0.0114553,0.0072833,0.0072833,0.0072833,0.0072833,0.0114553,0.0114553,0.00758997,0.00758997,0.0029844,0.0029844,0.0029844,0.0029844,0.00758997,0.00758997,0.0029844,0.0029844,0.0029844,0.0029844,9.33508e-05,0,0,0,0,0,9.33508e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94974,2.94974,2.94974,2.94974,5.89947,5.89947,3.07394,3.07394,1.53697,1.53697,1.53697,1.53697,0.393287,0.117986,0.0786574,0.0393287,0.0393287,0.117986,0,0,0,0
36,1,30,28,16,22,10,0,0,0,36,51,0,1,31,19,4,3,7,11,15,10,0,0,0,0,11,0,0,5,1,3,6,0,1,1,0,2,0,0,0,0,0,0,0,0,0.00732862,0.00732862,0.00732862,0.00732862,0.0116157,0.0116157,0.00732862,0.00732862,0.00732862,0.00732862,0.0116157,0.0116157,0.0076372,0.0076372,0.0030262,0.0030262,0.0030262,0.0030262,0.0076372,0.0076372,0.0030262,0.0030262,0.0030262,0.0030262,9.32696e-05,0,0,0,0,0,9.32696e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,2.93878,2.93878,2.93878,2.93878,5.87756,5.87756,3.06252,3.06252,1.53126,1.53126,1.53126,1.53126,0.391826,0.117548,0.0783651,0.0391826,0.0391826,0.117548,0,0,0,0
37,1,30,28,16,22,10,0,0,0,36,51,0,1,31,19,4,3,7,11,15,10,0,0,0,0,11,0,0,5,1,3,6,0,1,1,0,2,0,0,0,0,0,0,0,0,0.00737486,0.00737486,0.00737486,0.00737486,0.0118057,0.0118057,0.00737486,0.00737486,0.00737486,0.00737486,0.0118057,0.0118057,0.00768538,0.00768538,0.0030757,0.0030757,0.0030757,0.0030757,0.00768538,0.00768538,0.0030757,0.0030757,0.0030757,0.0030757,9.33216e-05,0,0,0,0,0,9.33216e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,2.92782,2.92782,2.92782,2.92782,5.85564,5.85564,3.0511,3.0511,1.52555,1.52555,1.52555,1.52555,0.390364,0.117109,0.0780729,0.0390364,0.0390364,0.117109,0,0,0,0
38,1,30,28,16,22,10,0,0,0,36,51,0,1,31,19,4,3,7,11,15,10,0,0,0,0,11,0,0,5,1,3,6,0,1,1,0,2,0,0,0,0,0,0,0,0,0.00739798,0.00739798,0.00739798,0.00739798,0.0119705,0.0119705,0.00739798,0.00739798,0.00739798,0.00739798,0.0119705,0.0119705,0.00770948,0.00770948,0.00311862,0.00311862,0.00311862,0.00311862,0.00770948,0.00770948,0.00311862,0.00311862,0.00311862,0.00311862,9.33308e-05,0,0,0,0,0,9.33308e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9148,2.9148,2.9148,2.9148,5.82961,5.82961,3.03753,3.03753,1.51877,1.51877,1.51877,1.51877,0.388629,0.116589,0.0777259,0.0388629,0.0388629,0.116589,0,0,0,0
39,1,30,28,16,22,10,0,0,0,36,51,0,1,31,19,4,3,7,11,15,10,0,0,0,0,11,0,0,5,1,3,6,0,1,1,0,2,0,0,0,0,0,0,0,0,0.00740427,0.00740427,0.00740427,0.00740427,0.0122467,0.0122467,0.00740427,0.00740427,0.00740427,0.00740427,0.0122467,0.0122467,0.00771603,0.00771603,0.0031906,0.0031906,0.0031906,0.0031906,0.00771603,0.00771603,0.0031906,0.0031906,0.0031906,0.0031906,9.3272e-05,0,0,0,0,0,9.3272e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,2.90248,2.90248,2.90248,2.90248,5.80495,5.80495,3.02469,3.02469,1.51234,1.51234,1.51234,1.51234,0.386985,0.116096,0.0773971,0.0386985,0.0386985,0.116096,0,0,0,0
40,1,30,28,16,22,10,0,0,0,36,51,0,1,31,19,4,3,7,11,15,10,0,0,0,0,11,0,0,5,1,3,6,0,1,1,0,2,0,0,0,0,0,0,0,0,0.00748831,0.00748831,0.00748831,0.00748831,0.0124055,0.0124055,0.00748831,0.00748831,0.00748831,0.00748831,0.0124055,0.0124055,0.00780361,0.00780361,0.00323197,0.00323197,0.00323197,0.00323197,0.00780361,0.00780361,0.00323197,0.00323197,0.00323197,0.00323197,9.33819e-05,0,0,0,0,0,9.33819e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,2.89049,2.89049,2.89049,2.89049,5.78098,5.78098,3.01219,3.01219,1.5061,1.5061,1.5061,1.5061,0.385387,0.115616,0.0770775,0.0385387,0.0385387,0.115616,0,0,0,0
41,1,30,24,17,18,2,2,1,3,50,31,0,0,21,35,0,4,19,7,11,16,1,0,0,0,11,0,0,5,1,3,6,0,1,1,0,2,0,0,0,0,0,0,0,0,0.00763438,0.00763438,0.00763438,0.00763438,0.0124596,0.0124596,0.00763438,0.00763438,0.00763438,0.00763438,0.0124596,0.0124596,0.00795582,0.00795582,0.00324604,0.00324604,0.00324604,0.00324604,0.00795582,0.00795582,0.00324604,0.00324604,0.00324604,0.00324604,9.35047e-05,0,0,0,0,0,9.35047e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,2.87816,2.87816,2.87816,2.87816,5.75632,5.75632,2.99935,2.99935,1.49967,1.49967,1.49967,1.49967,0.383743,0.115123,0.0767487,0.0383743,0.0383743,0.115123,0,0,0,0
42,1,30,24,17,18,2,2,1,3,50,31,0,0,21,35,0,4,19,7,11,16,1,0,0,0,11,0,0,5,1,3,6,0,1,1,0,2,0,0,0,0,0,0,0,0,0.00764496,0.00764496,0.00764496,0.00764496,0.0125739,0.0125739,0.00764496,0.00764496,0.00764496,0.00764496,0.0125739,0.0125739,0.00796685,0.00796685,0.00327584,0.00327584,0.00327584,0.00327584,0.00796685,0.00796685,0.00327584,0.00327584,0.00327584,0.00327584,9.33879e-05,0,0,0,0,0,9.33879e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,2.86686,2.86686,2.86686,2.86686,5.73372,5.73372,2.98757,2.98757,1.49378,1.49378,1.49378,1.49378,0.382237,0.114671,0.0764473,0.0382237,0.0382237,0.114671,0,0,0,0
43,1,30,24,17,18,2,2,1,3,50,31,0,0,21,35,0,4,19,7,11,16,1,0,0,0,11,0,0,5,1,3,6,0,1,1,0,2,0,0,0,0,0,0,0,0,0.00770939,0.00770939,0.00770939,0.00770939,0.0127627,0.0127627,0.00770939,0.00770939,0.00770939,0.00770939,0.0127627,0.0127627,0.008034,0.008034,0.00332503,0.00332503,0.00332503,0.00332503,0.008034,0.008034,0.00332503,0.00332503,0.00332503,0.00332503,9.33069e-05,0,0,0,0,0,9.33069e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85247,2.85247,2.85247,2.85247,5.70495,5.70495,2.97258,2.97258,1.48629,1.48629,1.48629,1.48629,0.380319,0.114096,0.0760638,0.0380319,0.0380319,0.114096,0,0,0,0
44,1,30,24,17,18,2,2,1,3,50,31,0,0,21,35,0,4,19,7,11,16,1,0,0,0,11,0,0,5,1,3,6,0,1,1,0,2,0,0,0,0,0,0,0,0,0.00787408,0.00787408,0.00787408,0.00787408,0.0127755,0.0127755,0.00787408,0.00787408,0.00787408,0.00787408,0.0127755,0.0127755,0.00820562,0.00820562,0.00332835,0.00332835,0.00332835,0.00332835,0.00820562,0.00820562,0.00332835,0.00332835,0.00332835,0.00332835,9.33944e-05,0,0,0,0,0,9.33944e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,2.84254,2.84254,2.84254,2.84254,5.68508,5.68508,2.96223,2.96223,1.48111,1.48111,1.48111,1.48111,0.378995,0.113698,0.0757989,0.0378995,0.0378995,0.113698,0,0,0,0
45,1,30,24,17,18,2,2,1,3,50,31,0,0,21,35,0,4,19,7,11,16,1,0,0,0,11,0,0,5,1,3,6,0,1,1,0,2,0,0,0,0,0,0,0,0,0.0079587,0.0079587,0.0079587,0.0079587,0.012967,0.012967,0.0079587,0.0079587,0.0079587,0.0079587,0.012967,0.012967,0.0082938,0.0082938,0.00337825,0.00337825,0.00337825,0.00337825,0.0082938,0.0082938,0.00337825,0.00337825,0.00337825,0.00337825,9.33898e-05,0,0,0,0,0,9.33898e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8333,2.8333,2.8333,2.8333,5.66659,5.66659,2.95259,2.95259,1.4763,1.4763,1.4763,1.4763,0.377762,0.113329,0.0755523,0.0377762,0.0377762,0.113329,0,0,0,0
46,1,30,24,17,18,2,2,1,3,50,31,0,0,21,35,0,4,19,7,11,16,1,0,0,0,11,0,0,5,1,3,6,0,1,1,0,2,0,0,0,0,0,0,0,0,0.00807711,0.00807711,0.00807711,0.00807711,0.0130808,0.0130808,0.00807711,0.00807711,0.00807711,0.00807711,0.0130808,0.0130808,0.0084172,0.0084172,0.00340789,0.00340789,0.00340789,0.00340789,0.0084172,0.0084172,0.00340789,0.00340789,0.00340789,0.00340789,9.35633e-05,0,0,0,0,0,9.35633e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,2.81891,2.81891,2.81891,2.81891,5.63782,5.63782,2.9376,2.9376,1.4688,1.4688,1.4688,1.4688,0.375844,0.112753,0.0751688,0.0375844,0.0375844,0.112753,0,0,0,0
47,1,30,24,17,18,2,2,1,3,50,31,0,0,21,35,0,4,19,7,11,16,1,0,0,0,11,0,0,5,1,3,6,0,1,1,0,2,0,0,0,0,0,0,0,0,0.0080708,0.0080708,0.0080708,0.0080708,0.0133111,0.0133111,0.0080708,0.0080708,0.0080708,0.0080708,0.0133111,0.0133111,0.00841062,0.00841062,0.00346789,0.00346789,0.00346789,0.00346789,0.00841062,0.00841062,0.00346789,0.00346789,0.00346789,0.00346789,9.34783e-05,0,0,0,0,0,9.34783e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,2.80864,2.80864,2.80864,2.80864,5.61727,5.61727,2.9269,2.9269,1.46345,1.46345,1.46345,1.46345,0.374474,0.112342,0.0748948,0.0374474,0.0374474,0.112342,0,0,0,0
48,1,27,16,26,22,12,3,0,3,30,43,0,0,18,28,0,12,16,7,6,8,3,0,0,0,11,0,0,5,1,3,6,0,1,1,0,2,0,0,0,0,0,0,0,0,0.00816249,0.00816249,0.00816249,0.00816249,0.0133321,0.0133321,0.00816249,0.00816249,0.00816249,0.00816249,0.0133321,0.0133321,0.00850617,0.00850617,0.00347335,0.00347335,0.00347335,0.00347335,0.00850617,0.00850617,0.00347335,0.00347335,0.00347335,0.00347335,9.35791e-05,0,0,0,0,0,9.35791e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,2.79973,2.79973,2.79973,2.79973,5.59947,5.59947,2.91762,2.91762,1.45881,1.45881,1.45881,1.45881,0.373287,0.111986,0.0746574,0.0373287,0.0373287,0.111986,0,0,0,0
49,1,27,16,26,22,12,3,0,3,30,43,0,0,18,28,0,12,16,7,6,8,3,0,0,0,11,0,0,5,1,3,6,0,1,1,0,2,0,0,0,0,0,0,0,0,0.00839889,0.00839889,0.00839889,0.00839889,0.0135033,0.0135033,0.00839889,0.00839889,0.00839889,0.00839889,0.0135033,0.0135033,0.00875253,0.00875253,0.00351797,0.00351797,0.00351797,0.00351797,0.00875253,0.00875253,0.00351797,0.00351797,0.00351797,0.00351797,9.36946e-05,0,0,0,0,0,9.36946e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,2.78843,2.78843,2.78843,2.78843,5.57686,5.57686,2.90584,2.90584,1.45292,1.45292,1.45292,1.45292,0.37178,0.111534,0.074356,0.037178,0.037178,0.111534,0,0,0,0
50,1,27,16,26,22,12,3,0,3,30,43,0,0,18,28,0,12,16,7,6,8,3,0,0,0,11,0,0,5,1,3,6,0,1,1,0,2,0,0,0,0,0,0,0,0,0.00849904,0.00849904,0.00849904,0.00849904,0.0136906,0.0136906,0.00849904,0.00849904,0.00849904,0.00849904,0.0136906,0.0136906,0.00885689,0.00885689,0.00356675,0.00356675,0.00356675,0.00356675,0.00885689,0.00885689,0.00356675,0.00356675,0.00356675,0.00356675,9.37145e-05,0,0,0,0,0,9.37145e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77918,2.77918,2.77918,2.77918,5.55837,5.55837,2.8962,2.8962,1.4481,1.4481,1.4481,1.4481,0.370547,0.111164,0.0741094,0.0370547,0.0370547,0.111164,0,0,0,0
