Time,NodeID,Genome,VectorPopulation,STATE_INFECTIOUS,STATE_INFECTED,STATE_ADULT,STATE_MALE,STATE_IMMATURE,STATE_LARVA,STATE_EGG,VectorPopulationNumDied,InfectiousNumDied,InfectedNumDied,AdultNumDied,MaleNumDied,VectorPopulationAvgAgeAtDeath,InfectiousAvgAgeAtDeath,InfectedAvgAgeAtDeath,AdultAvgAgeAtDeath,MaleAvgAgeAtDeath
26,1,X1:Y2,0,0,0,0,31103,22780,51817,604750,0,0,0,0,2860,0,0,0,0,2.52622
26,1,X2:X1,26112,0,0,26112,0,19401,41453,506900,2474,0,0,2474,0,2.57154,0,0,2.57154,0
26,1,X2:X2,12427,0,0,12427,0,8938,22206,250400,1148,0,0,1148,0,2.61063,0,0,2.61063,0
26,1,X2:Y1,0,0,0,0,22969,17538,37324,462950,0,0,0,0,2198,0,0,0,0,2.55414
26,1,X2:Y2,0,0,0,0,15657,11104,26630,294350,0,0,0,0,1468,0,0,0,0,2.56744
27,1,X1:X1,55924,0,0,55924,0,33387,1100190,939450,5498,0,0,5498,0,3.08949,0,0,3.08949,0
27,1,X1:X2,27578,0,0,27578,0,16236,547403,463300,2702,0,0,2702,0,3.0681,0,0,3.0681,0
27,1,X1:Y1,0,0,0,0,50255,29880,1000864,834850,0,0,0,0,4921,0,0,0,0,3.08555
27,1,X1:Y2,0,0,0,0,33274,19421,647199,567900,0,0,0,0,3350,0,0,0,0,3.06507
27,1,X2:X1,28066,0,0,28066,0,16196,541027,478850,2784,0,0,2784,0,3.06106,0,0,3.06106,0
27,1,X2:X2,13189,0,0,13189,0,7659,268838,236500,1323,0,0,1323,0,3.21844,0,0,3.21844,0
27,1,X2:Y1,0,0,0,0,24770,14791,493574,428550,0,0,0,0,2371,0,0,0,0,3.10966
27,1,X2:Y2,0,0,0,0,16736,9440,316313,286800,0,0,0,0,1658,0,0,0,0,3.08625
28,1,X1:X1,57525,0,0,57525,0,29356,1927679,855900,6086,0,0,6086,0,3.57575,0,0,3.57575,0
28,1,X1:X2,28577,0,0,28577,0,14358,955174,427050,2873,0,0,2873,0,3.64393,0,0,3.64393,0
28,1,X1:Y1,0,0,0,0,51900,26072,1734393,765600,0,0,0,0,5391,0,0,0,0,3.56576
28,1,X1:Y2,0,0,0,0,34094,17398,1149063,517350,0,0,0,0,3581,0,0,0,0,3.56995
28,1,X2:X1,28720,0,0,28720,0,14177,965149,422700,3006,0,0,3006,0,3.65103,0,0,3.65103,0
28,1,X2:X2,13475,0,0,13475,0,7256,477939,212050,1397,0,0,1397,0,3.68576,0,0,3.68576,0
28,1,X2:Y1,0,0,0,0,25539,13211,871823,384800,0,0,0,0,2556,0,0,0,0,3.61385
28,1,X2:Y2,0,0,0,0,17110,8460,570821,249950,0,0,0,0,1772,0,0,0,0,3.69865
29,1,X1:X1,58510,0,0,58510,0,25307,2189223,1433850,6175,0,0,6175,0,4.13781,0,0,4.13781,0
29,1,X1:X2,28965,0,0,28965,0,12428,1086157,719350,3108,0,0,3108,0,4.09459,0,0,4.09459,0
29,1,X1:Y1,0,0,0,0,52701,22729,1968997,1311750,0,0,0,0,5444,0,0,0,0,4.13942
